week_start_date,district_id,district_name,age_group,eligible_population,appointments_booked,missed_appointments,walk_in_visits,doses_administered,completion_rate,immunization_no_show_rate,deprivation_index,elderly_pct
2025-03-03,D03,Central City,75+,8387,465,40,35,460,0.0548,0.086,0.49,0.101
2025-03-03,D04,South Lakes,0-4,3998,229,17,25,237,0.0593,0.0742,0.32,0.173
2025-03-03,D04,South Lakes,5-17,11544,644,45,59,658,0.057,0.0699,0.32,0.173
2025-03-03,D04,South Lakes,18-44,28146,1319,103,190,1406,0.05,0.0781,0.32,0.173
2025-03-03,D04,South Lakes,45-64,19682,1148,83,114,1179,0.0599,0.0723,0.32,0.173
2025-03-03,D04,South Lakes,65-74,6051,436,31,34,439,0.0725,0.0711,0.32,0.173
2025-03-03,D04,South Lakes,75+,4408,364,25,48,387,0.0878,0.0687,0.32,0.173
2025-03-03,D05,West Hills,0-4,3202,128,7,10,131,0.0409,0.0547,0.26,0.184
2025-03-03,D05,West Hills,5-17,9344,355,25,49,379,0.0406,0.0704,0.26,0.184
2025-03-03,D05,West Hills,18-44,22411,1029,79,144,1094,0.0488,0.0768,0.26,0.184
2025-03-03,D05,West Hills,45-64,19074,1052,51,151,1152,0.0604,0.0485,0.26,0.184
2025-03-03,D05,West Hills,65-74,5559,304,23,33,314,0.0565,0.0757,0.26,0.184
2025-03-03,D05,West Hills,75+,3583,283,18,32,297,0.0829,0.0636,0.26,0.184
2025-03-10,D01,North Borough,0-4,5724,246,20,23,249,0.0435,0.0813,0.37,0.142
2025-03-10,D01,North Borough,5-17,12222,489,34,40,495,0.0405,0.0695,0.37,0.142
2025-03-10,D01,North Borough,18-44,32540,1885,144,164,1905,0.0585,0.0764,0.37,0.142
2025-03-10,D01,North Borough,45-64,18290,1065,95,155,1125,0.0615,0.0892,0.37,0.142
2025-03-10,D01,North Borough,65-74,6835,389,33,42,398,0.0582,0.0848,0.37,0.142
2025-03-10,D01,North Borough,75+,5118,401,30,42,413,0.0807,0.0748,0.37,0.142
2025-03-10,D02,East River,0-4,6569,271,26,40,285,0.0434,0.0959,0.58,0.119
2025-03-10,D02,East River,5-17,15737,553,55,79,577,0.0367,0.0995,0.58,0.119
2025-03-10,D02,East River,18-44,33938,1430,134,185,1481,0.0436,0.0937,0.58,0.119
2025-03-10,D02,East River,45-64,27743,1575,145,177,1607,0.0579,0.0921,0.58,0.119
2025-03-10,D02,East River,65-74,9768,753,67,109,795,0.0814,0.089,0.58,0.119
2025-03-10,D02,East River,75+,5514,277,25,26,278,0.0504,0.0903,0.58,0.119
2025-03-10,D03,Central City,0-4,8709,454,40,64,478,0.0549,0.0881,0.49,0.101
2025-03-10,D03,Central City,5-17,21322,1038,98,150,1090,0.0511,0.0944,0.49,0.101
2025-03-10,D03,Central City,18-44,48236,1841,165,157,1833,0.038,0.0896,0.49,0.101
2025-03-10,D03,Central City,45-64,39549,2109,157,226,2178,0.0551,0.0744,0.49,0.101
2025-03-10,D03,Central City,65-74,13135,681,56,92,717,0.0546,0.0822,0.49,0.101
2025-03-10,D03,Central City,75+,9573,503,43,61,521,0.0544,0.0855,0.49,0.101
2025-03-10,D04,South Lakes,0-4,4840,192,11,28,209,0.0432,0.0573,0.32,0.173
2025-03-10,D04,South Lakes,5-17,13368,592,44,42,590,0.0441,0.0743,0.32,0.173
2025-03-10,D04,South Lakes,18-44,26410,1013,65,100,1048,0.0397,0.0642,0.32,0.173
2025-03-10,D04,South Lakes,45-64,18951,934,82,98,950,0.0501,0.0878,0.32,0.173
2025-03-10,D04,South Lakes,65-74,6969,591,41,43,593,0.0851,0.0694,0.32,0.173
2025-03-10,D04,South Lakes,75+,5121,312,23,46,335,0.0654,0.0737,0.32,0.173
2025-03-10,D05,West Hills,0-4,3264,126,6,13,133,0.0407,0.0476,0.26,0.184
2025-03-10,D05,West Hills,5-17,11422,643,43,51,651,0.057,0.0669,0.26,0.184
2025-03-10,D05,West Hills,18-44,29233,1355,97,200,1458,0.0499,0.0716,0.26,0.184
2025-03-10,D05,West Hills,45-64,18952,1041,70,73,1044,0.0551,0.0672,0.26,0.184
2025-03-10,D05,West Hills,65-74,6902,535,35,48,548,0.0794,0.0654,0.26,0.184
2025-03-10,D05,West Hills,75+,3445,276,22,36,290,0.0842,0.0797,0.26,0.184
2025-03-17,D01,North Borough,0-4,5203,262,13,23,272,0.0523,0.0496,0.37,0.142
2025-03-17,D01,North Borough,5-17,14005,762,73,87,776,0.0554,0.0958,0.37,0.142
2025-03-17,D01,North Borough,18-44,36008,1891,167,203,1927,0.0535,0.0883,0.37,0.142
2025-03-17,D01,North Borough,45-64,20358,770,58,107,819,0.0402,0.0753,0.37,0.142
2025-03-17,D01,North Borough,65-74,8080,482,38,57,501,0.062,0.0788,0.37,0.142
2025-03-17,D01,North Borough,75+,4907,403,30,29,402,0.0819,0.0744,0.37,0.142
2025-03-17,D02,East River,0-4,5305,207,18,23,212,0.04,0.087,0.58,0.119
2025-03-17,D02,East River,5-17,16266,829,71,78,836,0.0514,0.0856,0.58,0.119
2025-03-17,D02,East River,18-44,41448,1968,188,211,1991,0.048,0.0955,0.58,0.119
2025-03-17,D02,East River,45-64,26558,1283,121,149,1311,0.0494,0.0943,0.58,0.119
2025-03-17,D02,East River,65-74,8463,541,57,44,528,0.0624,0.1054,0.58,0.119
2025-03-17,D02,East River,75+,5440,351,31,48,368,0.0676,0.0883,0.58,0.119
2025-03-17,D03,Central City,0-4,8185,464,35,40,469,0.0573,0.0754,0.49,0.101
2025-03-17,D03,Central City,5-17,24565,1366,109,164,1421,0.0578,0.0798,0.49,0.101
2025-03-17,D03,Central City,18-44,53534,1947,132,145,1960,0.0366,0.0678,0.49,0.101
2025-03-17,D03,Central City,45-64,39392,1729,123,140,1746,0.0443,0.0711,0.49,0.101
2025-03-17,D03,Central City,65-74,11107,696,60,60,696,0.0627,0.0862,0.49,0.101
2025-03-17,D03,Central City,75+,9002,741,63,93,771,0.0856,0.085,0.49,0.101
2025-03-17,D04,South Lakes,0-4,4691,276,16,22,282,0.0601,0.058,0.32,0.173
2025-03-17,D04,South Lakes,5-17,9835,478,36,45,487,0.0495,0.0753,0.32,0.173
2025-03-17,D04,South Lakes,18-44,25724,1434,122,107,1419,0.0552,0.0851,0.32,0.173
2025-03-17,D04,South Lakes,45-64,16887,760,41,102,821,0.0486,0.0539,0.32,0.173
2025-03-17,D04,South Lakes,65-74,8038,694,61,64,697,0.0867,0.0879,0.32,0.173
2025-03-17,D04,South Lakes,75+,4494,291,25,41,307,0.0683,0.0859,0.32,0.173
2025-03-17,D05,West Hills,0-4,3310,159,10,11,160,0.0483,0.0629,0.26,0.184
2025-03-17,D05,West Hills,5-17,8889,425,29,41,437,0.0492,0.0682,0.26,0.184
2025-03-17,D05,West Hills,18-44,23539,1241,71,141,1311,0.0557,0.0572,0.26,0.184
2025-03-17,D05,West Hills,45-64,15207,683,35,65,713,0.0469,0.0512,0.26,0.184
2025-03-17,D05,West Hills,65-74,6913,458,36,53,475,0.0687,0.0786,0.26,0.184
2025-03-17,D05,West Hills,75+,3889,274,17,25,282,0.0725,0.062,0.26,0.184
2025-03-24,D01,North Borough,0-4,4205,241,18,18,241,0.0573,0.0747,0.37,0.142
2025-03-24,D01,North Borough,5-17,11723,604,42,60,622,0.0531,0.0695,0.37,0.142
2025-03-24,D01,North Borough,18-44,26935,1549,98,167,1618,0.0601,0.0633,0.37,0.142
2025-03-24,D01,North Borough,45-64,23066,937,69,128,996,0.0432,0.0736,0.37,0.142
2025-03-24,D01,North Borough,65-74,7188,576,40,54,590,0.0821,0.0694,0.37,0.142
2025-03-24,D01,North Borough,75+,4445,228,17,18,229,0.0515,0.0746,0.37,0.142
2025-03-24,D02,East River,0-4,6329,234,26,28,236,0.0373,0.1111,0.58,0.119
2025-03-24,D02,East River,5-17,15794,692,66,65,691,0.0438,0.0954,0.58,0.119
2025-03-24,D02,East River,18-44,39901,2073,213,163,2023,0.0507,0.1027,0.58,0.119
2025-03-24,D02,East River,45-64,29764,1274,95,103,1282,0.0431,0.0746,0.58,0.119
2025-03-24,D02,East River,65-74,9984,695,54,97,738,0.0739,0.0777,0.58,0.119
2025-03-24,D02,East River,75+,7529,448,38,46,456,0.0606,0.0848,0.58,0.119
2025-03-24,D03,Central City,0-4,7256,335,29,35,341,0.047,0.0866,0.49,0.101
2025-03-24,D03,Central City,5-17,25171,1006,87,71,990,0.0393,0.0865,0.49,0.101
2025-03-24,D03,Central City,18-44,57917,3168,291,263,3140,0.0542,0.0919,0.49,0.101
2025-03-24,D03,Central City,45-64,41958,2065,182,302,2185,0.0521,0.0881,0.49,0.101
2025-03-24,D03,Central City,65-74,11357,904,85,72,891,0.0785,0.094,0.49,0.101
2025-03-24,D03,Central City,75+,9278,640,55,66,651,0.0702,0.0859,0.49,0.101
2025-03-24,D04,South Lakes,0-4,5017,197,16,26,207,0.0413,0.0812,0.32,0.173
2025-03-24,D04,South Lakes,5-17,11318,550,45,44,549,0.0485,0.0818,0.32,0.173
2025-03-24,D04,South Lakes,18-44,26429,1328,98,110,1340,0.0507,0.0738,0.32,0.173
2025-03-24,D04,South Lakes,45-64,18810,998,84,126,1040,0.0553,0.0842,0.32,0.173
2025-03-24,D04,South Lakes,65-74,6220,516,35,71,552,0.0887,0.0678,0.32,0.173
2025-03-24,D04,South Lakes,75+,4520,339,26,24,337,0.0746,0.0767,0.32,0.173
2025-03-24,D05,West Hills,0-4,3582,221,14,20,227,0.0634,0.0633,0.26,0.184
2025-03-24,D05,West Hills,5-17,11128,469,30,40,479,0.043,0.064,0.26,0.184
2025-03-24,D05,West Hills,18-44,25520,1224,98,112,1238,0.0485,0.0801,0.26,0.184
2025-03-24,D05,West Hills,45-64,16768,1028,75,132,1085,0.0647,0.073,0.26,0.184
2025-03-24,D05,West Hills,65-74,6948,457,37,42,462,0.0665,0.081,0.26,0.184
2025-03-24,D05,West Hills,75+,4831,291,20,39,310,0.0642,0.0687,0.26,0.184
2025-03-31,D01,North Borough,0-4,5415,240,17,20,243,0.0449,0.0708,0.37,0.142
2025-03-31,D01,North Borough,5-17,14823,684,48,87,723,0.0488,0.0702,0.37,0.142
2025-03-31,D01,North Borough,18-44,28285,1499,151,194,1542,0.0545,0.1007,0.37,0.142
2025-03-31,D01,North Borough,45-64,22859,1308,78,142,1372,0.06,0.0596,0.37,0.142
2025-03-31,D01,North Borough,65-74,8499,706,59,77,724,0.0852,0.0836,0.37,0.142
2025-03-31,D01,North Borough,75+,5989,380,26,26,380,0.0634,0.0684,0.37,0.142
2025-03-31,D02,East River,0-4,6863,273,28,20,265,0.0386,0.1026,0.58,0.119
2025-03-31,D02,East River,5-17,15588,680,48,70,702,0.045,0.0706,0.58,0.119
2025-03-31,D02,East River,18-44,38004,1627,167,177,1637,0.0431,0.1026,0.58,0.119
2025-03-31,D02,East River,45-64,27229,1453,131,190,1512,0.0555,0.0902,0.58,0.119
2025-03-31,D02,East River,65-74,10405,636,67,82,651,0.0626,0.1053,0.58,0.119
2025-03-31,D02,East River,75+,6609,419,36,61,444,0.0672,0.0859,0.58,0.119
2025-03-31,D03,Central City,0-4,8985,355,31,46,370,0.0412,0.0873,0.49,0.101
2025-03-31,D03,Central City,5-17,19287,684,66,57,675,0.035,0.0965,0.49,0.101
2025-03-31,D03,Central City,18-44,54501,2811,226,317,2902,0.0532,0.0804,0.49,0.101
2025-03-31,D03,Central City,45-64,33169,1364,138,96,1322,0.0399,0.1012,0.49,0.101
2025-03-31,D03,Central City,65-74,14415,1053,86,101,1068,0.0741,0.0817,0.49,0.101
2025-03-31,D03,Central City,75+,8299,659,47,67,679,0.0818,0.0713,0.49,0.101
2025-03-31,D04,South Lakes,0-4,4797,196,15,19,200,0.0417,0.0765,0.32,0.173
2025-03-31,D04,South Lakes,5-17,13698,718,54,57,721,0.0526,0.0752,0.32,0.173
2025-03-31,D04,South Lakes,18-44,26131,1569,126,174,1617,0.0619,0.0803,0.32,0.173
2025-03-31,D04,South Lakes,45-64,22368,967,53,117,1031,0.0461,0.0548,0.32,0.173
2025-03-31,D04,South Lakes,65-74,8182,597,37,64,624,0.0763,0.062,0.32,0.173
2025-03-31,D04,South Lakes,75+,4123,337,22,49,364,0.0883,0.0653,0.32,0.173
2025-03-31,D05,West Hills,0-4,4271,173,13,18,178,0.0417,0.0751,0.26,0.184
2025-03-31,D05,West Hills,5-17,9836,577,46,74,605,0.0615,0.0797,0.26,0.184
2025-03-31,D05,West Hills,18-44,26401,1217,81,103,1239,0.0469,0.0666,0.26,0.184
2025-03-31,D05,West Hills,45-64,16893,705,40,61,726,0.043,0.0567,0.26,0.184
2025-03-31,D05,West Hills,65-74,5547,289,22,31,298,0.0537,0.0761,0.26,0.184
2025-03-31,D05,West Hills,75+,4476,380,29,39,390,0.0871,0.0763,0.26,0.184
2025-04-07,D01,North Borough,0-4,4692,242,20,24,246,0.0524,0.0826,0.37,0.142
2025-04-07,D01,North Borough,5-17,14781,678,54,54,678,0.0459,0.0796,0.37,0.142
2025-04-07,D01,North Borough,18-44,28353,1138,70,132,1200,0.0423,0.0615,0.37,0.142
2025-04-07,D01,North Borough,45-64,25005,1436,84,139,1491,0.0596,0.0585,0.37,0.142
2025-04-07,D01,North Borough,65-74,7864,601,46,58,613,0.078,0.0765,0.37,0.142
2025-04-07,D01,North Borough,75+,5505,295,25,41,311,0.0565,0.0847,0.37,0.142
2025-04-07,D02,East River,0-4,6029,210,16,20,214,0.0355,0.0762,0.58,0.119
2025-04-07,D02,East River,5-17,15681,655,58,70,667,0.0425,0.0885,0.58,0.119
2025-04-07,D02,East River,18-44,39683,1928,166,226,1988,0.0501,0.0861,0.58,0.119
2025-04-07,D02,East River,45-64,28318,959,76,129,1012,0.0357,0.0792,0.58,0.119
2025-04-07,D02,East River,65-74,7747,516,47,46,515,0.0665,0.0911,0.58,0.119
2025-04-07,D02,East River,75+,7099,347,33,48,362,0.051,0.0951,0.58,0.119
2025-04-07,D03,Central City,0-4,9195,496,39,49,506,0.055,0.0786,0.49,0.101
2025-04-07,D03,Central City,5-17,23601,1215,108,137,1244,0.0527,0.0889,0.49,0.101
2025-04-07,D03,Central City,18-44,58788,2402,200,275,2477,0.0421,0.0833,0.49,0.101
2025-04-07,D03,Central City,45-64,33627,1235,100,145,1280,0.0381,0.081,0.49,0.101
2025-04-07,D03,Central City,65-74,13159,767,69,95,793,0.0603,0.09,0.49,0.101
2025-04-07,D03,Central City,75+,8212,451,37,33,447,0.0544,0.082,0.49,0.101
2025-04-07,D04,South Lakes,0-4,4930,275,20,27,282,0.0572,0.0727,0.32,0.173
2025-04-07,D04,South Lakes,5-17,13031,591,47,57,601,0.0461,0.0795,0.32,0.173
2025-04-07,D04,South Lakes,18-44,34530,1531,109,108,1530,0.0443,0.0712,0.32,0.173
2025-04-07,D04,South Lakes,45-64,20916,1092,74,132,1150,0.055,0.0678,0.32,0.173
2025-04-07,D04,South Lakes,65-74,6373,432,35,41,438,0.0687,0.081,0.32,0.173
2025-04-07,D04,South Lakes,75+,5697,440,35,58,463,0.0813,0.0795,0.32,0.173
2025-04-07,D05,West Hills,0-4,3770,171,10,20,181,0.048,0.0585,0.26,0.184
2025-04-07,D05,West Hills,5-17,10856,498,34,38,502,0.0462,0.0683,0.26,0.184
2025-04-07,D05,West Hills,18-44,22393,1226,98,151,1279,0.0571,0.0799,0.26,0.184
2025-04-07,D05,West Hills,45-64,16494,891,62,108,937,0.0568,0.0696,0.26,0.184
2025-04-07,D05,West Hills,65-74,5960,394,28,45,411,0.069,0.0711,0.26,0.184
2025-04-07,D05,West Hills,75+,4082,251,14,21,258,0.0632,0.0558,0.26,0.184
2025-04-14,D01,North Borough,0-4,4402,214,17,23,220,0.05,0.0794,0.37,0.142
2025-04-14,D01,North Borough,5-17,12077,633,51,76,658,0.0545,0.0806,0.37,0.142
2025-04-14,D01,North Borough,18-44,28918,1593,86,155,1662,0.0575,0.054,0.37,0.142
2025-04-14,D01,North Borough,45-64,23785,1231,87,90,1234,0.0519,0.0707,0.37,0.142
2025-04-14,D01,North Borough,65-74,7471,525,42,69,552,0.0739,0.08,0.37,0.142
2025-04-14,D01,North Borough,75+,4741,341,31,40,350,0.0738,0.0909,0.37,0.142
2025-04-14,D02,East River,0-4,5588,238,17,26,247,0.0442,0.0714,0.58,0.119
2025-04-14,D02,East River,5-17,15020,527,47,46,526,0.035,0.0892,0.58,0.119
2025-04-14,D02,East River,18-44,34352,1564,151,172,1585,0.0461,0.0965,0.58,0.119
2025-04-14,D02,East River,45-64,27384,954,83,81,952,0.0348,0.087,0.58,0.119
2025-04-14,D02,East River,65-74,9091,454,42,43,455,0.05,0.0925,0.58,0.119
2025-04-14,D02,East River,75+,7048,404,38,48,414,0.0587,0.0941,0.58,0.119
2025-04-14,D03,Central City,0-4,9599,416,33,50,433,0.0451,0.0793,0.49,0.101
2025-04-14,D03,Central City,5-17,23553,780,59,83,804,0.0341,0.0756,0.49,0.101
2025-04-14,D03,Central City,18-44,60107,2327,250,317,2394,0.0398,0.1074,0.49,0.101
2025-04-14,D03,Central City,45-64,32992,1244,94,138,1288,0.039,0.0756,0.49,0.101
2025-04-14,D03,Central City,65-74,15235,940,60,114,994,0.0652,0.0638,0.49,0.101
2025-04-14,D03,Central City,75+,10625,506,37,57,526,0.0495,0.0731,0.49,0.101
2025-04-14,D04,South Lakes,0-4,4890,180,16,20,184,0.0376,0.0889,0.32,0.173
2025-04-14,D04,South Lakes,5-17,10270,567,29,62,600,0.0584,0.0511,0.32,0.173
2025-04-14,D04,South Lakes,18-44,26592,947,78,77,946,0.0356,0.0824,0.32,0.173
2025-04-14,D04,South Lakes,45-64,18859,650,49,94,695,0.0369,0.0754,0.32,0.173
2025-04-14,D04,South Lakes,65-74,6872,366,27,53,392,0.057,0.0738,0.32,0.173
2025-04-14,D04,South Lakes,75+,5204,332,32,35,335,0.0644,0.0964,0.32,0.173
2025-04-14,D05,West Hills,0-4,3383,186,14,21,193,0.057,0.0753,0.26,0.184
2025-04-14,D05,West Hills,5-17,10190,547,40,38,545,0.0535,0.0731,0.26,0.184
2025-04-14,D05,West Hills,18-44,21250,1111,78,116,1149,0.0541,0.0702,0.26,0.184
2025-04-14,D05,West Hills,45-64,17585,946,68,80,958,0.0545,0.0719,0.26,0.184
2025-04-14,D05,West Hills,65-74,6894,350,24,38,364,0.0528,0.0686,0.26,0.184
2025-04-14,D05,West Hills,75+,4053,232,15,32,249,0.0614,0.0647,0.26,0.184
2025-04-21,D01,North Borough,0-4,4499,176,14,17,179,0.0398,0.0795,0.37,0.142
2025-04-21,D01,North Borough,5-17,10789,512,26,42,528,0.0489,0.0508,0.37,0.142
2025-04-21,D01,North Borough,18-44,30481,1487,91,154,1550,0.0509,0.0612,0.37,0.142
2025-04-21,D01,North Borough,45-64,18729,737,62,52,727,0.0388,0.0841,0.37,0.142
2025-04-21,D01,North Borough,65-74,8645,509,48,41,502,0.0581,0.0943,0.37,0.142
2025-04-21,D01,North Borough,75+,5773,427,33,45,439,0.076,0.0773,0.37,0.142
2025-04-21,D02,East River,0-4,6210,203,17,30,216,0.0348,0.0837,0.58,0.119
2025-04-21,D02,East River,5-17,14764,727,78,82,731,0.0495,0.1073,0.58,0.119
2025-04-21,D02,East River,18-44,35747,1457,146,157,1468,0.0411,0.1002,0.58,0.119
2025-04-21,D02,East River,45-64,24993,854,71,97,880,0.0352,0.0831,0.58,0.119
2025-04-21,D02,East River,65-74,7909,349,31,47,365,0.0461,0.0888,0.58,0.119
2025-04-21,D02,East River,75+,5583,290,24,30,296,0.053,0.0828,0.58,0.119
2025-04-21,D03,Central City,0-4,8879,448,36,61,473,0.0533,0.0804,0.49,0.101
2025-04-21,D03,Central City,5-17,21361,1076,103,89,1062,0.0497,0.0957,0.49,0.101
2025-04-21,D03,Central City,18-44,46032,2216,195,276,2297,0.0499,0.088,0.49,0.101
2025-04-21,D03,Central City,45-64,32181,1449,114,156,1491,0.0463,0.0787,0.49,0.101
2025-04-21,D03,Central City,65-74,15085,686,54,48,680,0.0451,0.0787,0.49,0.101
2025-04-21,D03,Central City,75+,9543,583,52,74,605,0.0634,0.0892,0.49,0.101
2025-04-21,D04,South Lakes,0-4,5198,211,14,21,218,0.0419,0.0664,0.32,0.173
2025-04-21,D04,South Lakes,5-17,13164,420,27,55,448,0.034,0.0643,0.32,0.173
2025-04-21,D04,South Lakes,18-44,30238,1143,88,130,1185,0.0392,0.077,0.32,0.173
2025-04-21,D04,South Lakes,45-64,16875,781,48,70,803,0.0476,0.0615,0.32,0.173
2025-04-21,D04,South Lakes,65-74,5910,266,19,34,281,0.0475,0.0714,0.32,0.173
2025-04-21,D04,South Lakes,75+,4886,302,24,36,314,0.0643,0.0795,0.32,0.173
2025-04-21,D05,West Hills,0-4,3241,120,7,9,122,0.0376,0.0583,0.26,0.184
2025-04-21,D05,West Hills,5-17,10591,377,26,27,378,0.0357,0.069,0.26,0.184
2025-04-21,D05,West Hills,18-44,22530,1068,73,152,1147,0.0509,0.0684,0.26,0.184
2025-04-21,D05,West Hills,45-64,17489,806,51,96,851,0.0487,0.0633,0.26,0.184
2025-04-21,D05,West Hills,65-74,4971,312,18,34,328,0.066,0.0577,0.26,0.184
2025-04-21,D05,West Hills,75+,3461,235,16,30,249,0.0719,0.0681,0.26,0.184
2025-04-28,D01,North Borough,0-4,4507,179,13,16,182,0.0404,0.0726,0.37,0.142
2025-04-28,D01,North Borough,5-17,10778,460,24,51,487,0.0452,0.0522,0.37,0.142
2025-04-28,D01,North Borough,18-44,33457,1378,101,201,1478,0.0442,0.0733,0.37,0.142
2025-04-28,D01,North Borough,45-64,20068,674,65,53,662,0.033,0.0964,0.37,0.142
2025-04-28,D01,North Borough,65-74,7735,529,48,49,530,0.0685,0.0907,0.37,0.142
2025-04-28,D01,North Borough,75+,5074,260,18,33,275,0.0542,0.0692,0.37,0.142
2025-04-28,D02,East River,0-4,6379,202,16,29,215,0.0337,0.0792,0.58,0.119
2025-04-28,D02,East River,5-17,16926,798,68,106,836,0.0494,0.0852,0.58,0.119
2025-04-28,D02,East River,18-44,42991,1257,127,90,1220,0.0284,0.101,0.58,0.119
2025-04-28,D02,East River,45-64,24592,1093,97,123,1119,0.0455,0.0887,0.58,0.119
2025-04-28,D02,East River,65-74,7802,365,30,33,368,0.0472,0.0822,0.58,0.119
2025-04-28,D02,East River,75+,5412,276,19,29,286,0.0528,0.0688,0.58,0.119
2025-04-28,D03,Central City,0-4,6899,335,31,42,346,0.0502,0.0925,0.49,0.101
2025-04-28,D03,Central City,5-17,25448,957,78,140,1019,0.04,0.0815,0.49,0.101
2025-04-28,D03,Central City,18-44,47953,2153,210,220,2163,0.0451,0.0975,0.49,0.101
2025-04-28,D03,Central City,45-64,40907,1668,149,119,1638,0.04,0.0893,0.49,0.101
2025-04-28,D03,Central City,65-74,15069,795,72,89,812,0.0539,0.0906,0.49,0.101
2025-04-28,D03,Central City,75+,10104,474,48,65,491,0.0486,0.1013,0.49,0.101
2025-04-28,D04,South Lakes,0-4,4087,138,11,10,137,0.0335,0.0797,0.32,0.173
2025-04-28,D04,South Lakes,5-17,13236,491,34,71,528,0.0399,0.0692,0.32,0.173
2025-04-28,D04,South Lakes,18-44,27218,1202,87,153,1268,0.0466,0.0724,0.32,0.173
2025-04-28,D04,South Lakes,45-64,18500,617,40,88,665,0.0359,0.0648,0.32,0.173
2025-04-28,D04,South Lakes,65-74,6848,373,25,28,376,0.0549,0.067,0.32,0.173
2025-04-28,D04,South Lakes,75+,5707,320,26,40,334,0.0585,0.0813,0.32,0.173
2025-04-28,D05,West Hills,0-4,4310,180,13,16,183,0.0425,0.0722,0.26,0.184
2025-04-28,D05,West Hills,5-17,9138,373,28,28,373,0.0408,0.0751,0.26,0.184
2025-04-28,D05,West Hills,18-44,24521,928,59,66,935,0.0381,0.0636,0.26,0.184
2025-04-28,D05,West Hills,45-64,19475,608,32,65,641,0.0329,0.0526,0.26,0.184
2025-04-28,D05,West Hills,65-74,5336,357,25,39,371,0.0695,0.07,0.26,0.184
2025-04-28,D05,West Hills,75+,3811,216,15,32,233,0.0611,0.0694,0.26,0.184
2025-05-05,D01,North Borough,0-4,4132,182,16,19,185,0.0448,0.0879,0.37,0.142
2025-05-05,D01,North Borough,5-17,14510,535,48,53,540,0.0372,0.0897,0.37,0.142
2025-05-05,D01,North Borough,18-44,30159,1240,86,120,1274,0.0422,0.0694,0.37,0.142
2025-05-05,D01,North Borough,45-64,19034,905,70,102,937,0.0492,0.0773,0.37,0.142
2025-05-05,D01,North Borough,65-74,7092,476,31,51,496,0.0699,0.0651,0.37,0.142
2025-05-05,D01,North Borough,75+,4437,221,14,22,229,0.0516,0.0633,0.37,0.142
2025-05-05,D02,East River,0-4,6207,274,25,25,274,0.0441,0.0912,0.58,0.119
